Facility Code,Health Facility Code Short,Health Facility Code Duplicate 1,Source Duplicate 1,Duplicate 1 Date Collected,Health Facility Code Duplicate 2,Source Duplicate 2,Duplicate 2 Date Collected,Health Facility Code Duplicate 3,Source Duplicate 3,Duplicate 3 Date Collected,Health Facility Code Duplicate 4,Source Duplicate 4,Duplicate 4 Date Collected,SPEED Code,Source SPEED Code,SPEED Code Date Collected,PhilHealth Registration Number,Source Phil Health Code,Phil Health Code Date Collected,Health Facility Authorization/License to Operate,Source LTO Code,LTO Code Date Collected,Facility Name,Source Facility Name,Facility Name Date Collected,Old Health Facility Name 1,Source Old Health Facility Name 1,Old Health Facility Name 1 Date Collected,Old Health Facility Name 2,Source Old Health Facility Name 2,Old Health Facility Name 2 Date Collected,Old Health Facility Name 3,Source Old Health Facility Name 3,Old Health Facility Name 3 Date Collected,Health Facility Type,Source Health Facility Type,Health Facility Type Date Collected,Ownership Major Classification,Source Ownership Major Classification,Ownership Major Classification Date Collected,Ownership Sub-Classification for Government facilities,Source Ownership Sub-Classification for Government facilities,OSC Government Date Collected,Ownership Sub-Classification for private facilities,Source Ownership Sub-Classification for private facilities,OSC Private Date Collected,Street Name and #,Source Street Name and #,Street Name and # Date Collected,Building name and #,Source Building name and #,Building name and # Date Collected,Region Name                                             ,Source Region Name,Region Name Date Collected,Region PSGC,Province Name ,Source Province Name,Province Name  Date Collected,Province PSGC,City/Municipality Name,Source City/Municipality Name,City/Municipality Name Date Collected,City/Municipality PSGC,Barangay Name,Source Barangay Name,Barangay Name Date Collected,Barangay PSGC,Zip Code,Source Zip code,Zip Code Date Collected,Landline Number 1,Source Landline Number 1,Landline Number 1 Date Collected,Landline Number 2,Source Landline Number 2,Landline Number 2 Date Collected,Mobile Number 1,Source Mobile Number,Mobile Number Date Collected,Mobile Number 2,mobile number 2 src,mobile number 2 dt,Fax Number,Source Fax Number,Fax Number Date Collected,Email Address,Source Email Address,Email Address Date Collected,Alternate Email Address,Source Alternate Email Address,Alternate Email Address Date Collected,Official Website,Source Official Website,Official Website Date Collected,Facility Head: Last Name,Facility Head: First Name,Facility Head: Middle Name,Source Facility Head,Facility Head Date Collected,Facility Head: Position,Source Facility Head: Position,Facility Head: Position Date Collected,Latitude,Longitude,Source Latitude/Longitude,Latitude/Longitude Coord Date Collected,Precision Latitude/Longitude,Source Precision Latitude/Longitude,Health Facility Status in the database,Source Health Facility Status in the database,Health Facility Status in the database Date Collected,Reason for Inactive,Source Reason for Inactive,Reason for Inactive Date Collected,Comments,Source Comments,Comments Date Collected,Approval Status,Service Capability,Licensing Status,Licensing Status Source,Licensing Status Date Collected,Bed Capacity,Bed Capacity Source,Bed Capacity Date Collected,Request Source,Column1,Column2,Column3,,,,,,,,,,,,,,,,,,
DOH000000000003239,3239,DOH000000000017754,DOH/KMITS,01/07/2013,, ,,, ,,, ,, ,,, ,,, ,,,TUBBURAN BARANGAY HEALTH STATION,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),11/11/2014,Government,DMO (DOH Rep),11/11/2014,Local Government Unit,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,REGION I (ILOCOS REGION),DMO (DOH Rep),11/11/2014,10000000,ILOCOS NORTE,DMO (DOH Rep),11/11/2014,12800000,BACARRA,DMO (DOH Rep),11/11/2014,12802000,TUBBURAN,DMO (DOH Rep),11/11/2014,12802052,2916,DOH/KMITS,11/11/2014, , ,, , ,,+63 9128099450,DMO (DOH Rep),11/11/2014,,,, , ,, , ,, , ,, , ,,CONSTANTINO,IRISH IVYNNE,C.,DMO (DOH Rep),11/11/2014,Rural Health Midwife,DMO (DOH Rep),11/11/2014,18.288608,120.628899,NAMRIA (GPS),07/11/2017,High,DOH/KMITS,Active,DMO (DOH Rep),11/11/2014,Not Applicable,DMO (DOH Rep),11/11/2014, , ,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000017758,17758,, ,,, ,,, ,,, ,, ,,, ,,, ,,,ALAY-NANGBABAAN BARANGAY HEALTH STATION,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),11/11/2014,Government,DMO (DOH Rep),11/11/2014,Local Government Unit,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,REGION I (ILOCOS REGION),DMO (DOH Rep),11/11/2014,10000000,ILOCOS NORTE,DMO (DOH Rep),11/11/2014,12800000,BADOC,DMO (DOH Rep),11/11/2014,12803000,ALAY-NANGBABAAN (ALAY 15-B),DMO (DOH Rep),11/11/2014,12803001,2904,DOH/KMITS,11/11/2014, , ,, , ,,+63 9193171027,DMO (DOH Rep),11/11/2014,,,, , ,, , ,, , ,, , ,,PAGDILAO,MACRINA,BALIGAD,DMO (DOH Rep),11/11/2014,Rural Health Midwife,DMO (DOH Rep),11/11/2014,17.9105171,120.5202018,NAMRIA (GPS),27/11/2017,High,DOH/KMITS,Active,DMO (DOH Rep),11/11/2014,Not Applicable,DMO (DOH Rep),11/11/2014, , ,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000025883,25883,, ,,, ,,, ,,, ,, ,,, ,,, ,,,BADOC MAIN HEALTH CENTER,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),11/11/2014,Government,DMO (DOH Rep),11/11/2014,Local Government Unit,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,REGION I (ILOCOS REGION),DMO (DOH Rep),11/11/2014,10000000,ILOCOS NORTE,DMO (DOH Rep),11/11/2014,12800000,BADOC,DMO (DOH Rep),11/11/2014,12803000,SANTA CRUZ NORTE,DMO (DOH Rep),11/11/2014,12803034,2904,DOH/KMITS,11/11/2014,+63 776700233,DMO (DOH Rep),11/11/2014, , ,,+63 9473431475,DMO (DOH Rep),11/11/2014,,,, , ,, , ,, , ,, , ,,RUBIO,OLIVIA,CALA,DMO (DOH Rep),11/11/2014,Rural Health Midwife,DMO (DOH Rep),11/11/2014,17.9207888,120.4751934,NAMRIA (GPS),27/11/2017,High,DOH/KMITS,Active,DMO (DOH Rep),11/11/2014,Not Applicable,DMO (DOH Rep),11/11/2014, , ,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000000172,172,DOH000000000017756,DOH/KMITS,01/07/2013,, ,,, ,,, ,,1ILN081R,DOH/HEMB,15/12/2013, ,,, ,,,BADOC MUNICIPAL HEALTH OFFICE,DMO (DOH Rep),11/11/2014,BADOC RURAL HEALTH UNIT,DMO (DOH Rep),11/11/2014, , ,, , ,,Rural Health Unit,DMO (DOH Rep),11/11/2014,Government,DMO (DOH Rep),11/11/2014,Local Government Unit,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,REGION I (ILOCOS REGION),DMO (DOH Rep),11/11/2014,10000000,ILOCOS NORTE,DMO (DOH Rep),11/11/2014,12800000,BADOC,DMO (DOH Rep),11/11/2014,12803000,SANTA CRUZ NORTE,DMO (DOH Rep),11/11/2014,12803034,2904,DOH/KMITS,11/11/2014,+63 776700233,DMO (DOH Rep),11/11/2014, , ,, , ,,,,, , ,,mhobadoc@yahoo.com,DMO (DOH Rep),11/11/2014, , ,, , ,,CABADING,EDGAR,ACOSTA,DMO (DOH Rep),11/11/2014,Municipal Health Officer,DMO (DOH Rep),11/11/2014,17.9207888,120.4751934,NAMRIA (GPS),27/11/2017,High,DOH/KMITS,Active,DMO (DOH Rep),11/11/2014,Not Applicable,DMO (DOH Rep),11/11/2014, , ,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000039082,39082,,,,,,,,,,,,,,,,,,,,,,BADOC RHU (PAGPASNGAYAN BARO A BADOC),RHU/MHO,24/07/2020,,,,,,,,,,Birthing Home,RHU/MHO,24/07/2020,Government,RHU/MHO,24/07/2020,,,,,,,,,,,,,REGION I (ILOCOS REGION),RHU/MHO,24/07/2020,10000000,ILOCOS NORTE,RHU/MHO,24/07/2020,12800000,BADOC,RHU/MHO,24/07/2020,12803000,SANTA CRUZ NORTE,RHU/MHO,24/07/2020,12803034,2904,RHU/MHO,24/07/2020,077-670-0233,RHU/MHO,24/07/2020,,,,,,,,,,,,,badocmho@yahoo.com,RHU/MHO,24/07/2020,,,,,,,Cabading,Edgar,A,RHU/MHO,24/07/2020,Municipal Health Officer,RHU/MHO,24/07/2020,17.9207888,120.4751934,NAMRIA (GPS),27/11/2017,High,DOH/KMITS,Active,RHU/MHO,24/07/2020,,,,,,,For Approval,,With License,RHU/MHO,24/07/2020,4,RHU/MHO,24/07/2020,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000017761,17761,, ,,, ,,, ,,, ,, ,,, ,,, ,,,CARAITAN BARANGAY HEALTH STATION,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),11/11/2014,Government,DMO (DOH Rep),11/11/2014,Local Government Unit,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,REGION I (ILOCOS REGION),DMO (DOH Rep),11/11/2014,10000000,ILOCOS NORTE,DMO (DOH Rep),11/11/2014,12800000,BADOC,DMO (DOH Rep),11/11/2014,12803000,CARAITAN,DMO (DOH Rep),11/11/2014,12803009,2904,DOH/KMITS,11/11/2014, , ,, , ,,+63 9193944052,DMO (DOH Rep),11/11/2014,,,, , ,, , ,, , ,, , ,,REYES,ROSENENE,CALAYCAY,DMO (DOH Rep),11/11/2014,Rural Health Midwife,DMO (DOH Rep),11/11/2014,17.903646,120.478986,NAMRIA (GPS),27/11/2017,High,DOH/KMITS,Active,DMO (DOH Rep),11/11/2014,Not Applicable,DMO (DOH Rep),11/11/2014, , ,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000017763,17763,, ,,, ,,, ,,, ,, ,,, ,,, ,,,LUBIGAN BARANGAY HEALTH STATION,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),11/11/2014,Government,DMO (DOH Rep),11/11/2014,Local Government Unit,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,REGION I (ILOCOS REGION),DMO (DOH Rep),11/11/2014,10000000,ILOCOS NORTE,DMO (DOH Rep),11/11/2014,12800000,BADOC,DMO (DOH Rep),11/11/2014,12803000,LUBIGAN,DMO (DOH Rep),11/11/2014,12803018,2904,DOH/KMITS,11/11/2014, , ,, , ,,+63 9165000951,DMO (DOH Rep),11/11/2014,,,, , ,, , ,, , ,, , ,,VILLANUEVA,GINALYN,GASCON,DMO (DOH Rep),11/11/2014,Rural Health Midwife,DMO (DOH Rep),11/11/2014,17.9183761,120.4879164,NAMRIA (GPS),27/11/2017,High,DOH/KMITS,Active,DMO (DOH Rep),11/11/2014,Not Applicable,DMO (DOH Rep),11/11/2014, , ,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000017769,17769,, ,,, ,,, ,,, ,, ,,, ,,, ,,,MADUPAYAS BARANGAY HEALTH STATION,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),11/11/2014,Government,DMO (DOH Rep),11/11/2014,Local Government Unit,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,REGION I (ILOCOS REGION),DMO (DOH Rep),11/11/2014,10000000,ILOCOS NORTE,DMO (DOH Rep),11/11/2014,12800000,BADOC,DMO (DOH Rep),11/11/2014,12803000,MADUPAYAS,DMO (DOH Rep),11/11/2014,12803022,2904,DOH/KMITS,11/11/2014, , ,, , ,,+63 9061337159,DMO (DOH Rep),11/11/2014,,,, , ,, , ,, , ,, , ,,CAJIGAL,SOLEDAD,RAÑA,DMO (DOH Rep),11/11/2014,Rural Health Midwife,DMO (DOH Rep),11/11/2014,17.905847,120.5475489,NAMRIA (GPS),27/11/2017,High,DOH/KMITS,Active,DMO (DOH Rep),11/11/2014,Not Applicable,DMO (DOH Rep),11/11/2014, , ,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000017764,17764,, ,,, ,,, ,,, ,, ,,, ,,, ,,,MORONG BARANGAY HEALTH STATION,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),11/11/2014,Government,DMO (DOH Rep),11/11/2014,Local Government Unit,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,REGION I (ILOCOS REGION),DMO (DOH Rep),11/11/2014,10000000,ILOCOS NORTE,DMO (DOH Rep),11/11/2014,12800000,BADOC,DMO (DOH Rep),11/11/2014,12803000,MORONG,DMO (DOH Rep),11/11/2014,12803023,2904,DOH/KMITS,11/11/2014, , ,, , ,,+63 9215929342,DMO (DOH Rep),11/11/2014,,,, , ,, , ,, , ,, , ,,CABADING,JEANY,SALES,DMO (DOH Rep),11/11/2014,Rural Health Midwife,DMO (DOH Rep),11/11/2014,17.919975,120.460977,NAMRIA (GPS),27/11/2017,High,DOH/KMITS,Active,DMO (DOH Rep),11/11/2014,Not Applicable,DMO (DOH Rep),11/11/2014, , ,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000017766,17766,, ,,, ,,, ,,, ,, ,,, ,,, ,,,NAPU BARANGAY HEALTH STATION,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),11/11/2014,Government,DMO (DOH Rep),11/11/2014,Local Government Unit,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,REGION I (ILOCOS REGION),DMO (DOH Rep),11/11/2014,10000000,ILOCOS NORTE,DMO (DOH Rep),11/11/2014,12800000,BADOC,DMO (DOH Rep),11/11/2014,12803000,NAPU,DMO (DOH Rep),11/11/2014,12803026,2904,DOH/KMITS,11/11/2014, , ,, , ,,+63 9069626696,DMO (DOH Rep),11/11/2014,,,, , ,, , ,, , ,, , ,,PAGATPATAN,SERGIA,OASAY,DMO (DOH Rep),11/11/2014,Rural Health Midwife,DMO (DOH Rep),11/11/2014,17.941486,120.491967,NAMRIA (GPS),27/11/2017,High,DOH/KMITS,Active,DMO (DOH Rep),11/11/2014,Not Applicable,DMO (DOH Rep),11/11/2014, , ,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000000961,961,DOH000000000017776,DOH/KMITS,01/07/2013,,,,,,,,,, ,,, ,,,,,,BANBAN BARANGAY HEALTH STATION,DMO (DOH Rep),11/10/2019,,,,,,,,,,Barangay Health Station,DMO (DOH Rep),11/10/2019,Government,DMO (DOH Rep),11/10/2019,Local Government Unit,DMO (DOH Rep),11/10/2019,,,,,,,,,,REGION I (ILOCOS REGION),DMO (DOH Rep),11/10/2019,10000000,ILOCOS NORTE,DMO (DOH Rep),11/10/2019,12800000,BANGUI,DMO (DOH Rep),11/10/2019,12804000,BANBAN,DMO (DOH Rep),11/10/2019,12804003,2920,DMO (DOH Rep),11/10/2019,,,,,,,+63 9365510461,DMO (DOH Rep),11/10/2019,,,,,,,,,,,,,,,,MAGARRO,CRISENDA,VALLEJO,DMO (DOH Rep),11/10/2019,Rural Health Midwife,DMO (DOH Rep),11/10/2019,18.511732,120.728278,NAMRIA (GPS),06/11/2017,High,DOH/KMITS,Active,DMO (DOH Rep),11/10/2019,Not Applicable,DMO (DOH Rep),11/10/2019,,,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000000023,23,,,,,,,,,,,,,1ILN121H,DOH/HEMB,30/12/2016,,,,,,,BANGUI DISTRICT HOSPITAL,Regional Office,23/07/2020,,,,,,,,,,Hospital,Regional Office,23/07/2020,Government,Regional Office,23/07/2020,Local Government Unit,Regional Office,23/07/2020,,,,,,,,,,REGION I (ILOCOS REGION),Regional Office,23/07/2020,10000000,ILOCOS NORTE,Regional Office,23/07/2020,12800000,BANGUI,Regional Office,23/07/2020,12804000,ABACA,Regional Office,23/07/2020,12804001,2920,Regional Office,23/07/2020,+63 776761158,Regional Office,23/07/2020,,,,+63 9154546442,Regional Office,23/07/2020,,,,,,,banguidh@gmail.com,Regional Office,23/07/2020,,,,,,,SAMONTE,WALBERG,B.,Regional Office,23/07/2020,Chief of Hospital,Regional Office,23/07/2020,18.533204,120.761843,NAMRIA (GPS),06/11/2017,High,DOH/KMITS,Active,Regional Office,23/07/2020,Not Applicable,Regional Office,23/07/2020,,,,Approved,Level 1,With License,Regional Office,23/07/2020,25,Regional Office,23/07/2020,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000000921,921,DOH000000000007245,DOH/KMITS,01/07/2013,DOH000000000017770,DOH/KMITS,01/07/2013,, ,,, ,,1ILN121R,DOH/HEMB,15/12/2013, ,,, ,,,BANGUI MUNICIPAL HEALTH OFFICE,DMO (DOH Rep),11/11/2014,BANGUI RURAL HEALTH UNIT,DMO (DOH Rep),11/11/2014, , ,, , ,,Rural Health Unit,DMO (DOH Rep),11/11/2014,Government,DMO (DOH Rep),11/11/2014,Local Government Unit,DMO (DOH Rep),11/11/2014, , ,,NATIONAL HIGHWAY,DMO (DOH Rep),11/11/2014, , ,,REGION I (ILOCOS REGION),DMO (DOH Rep),11/11/2014,10000000,ILOCOS NORTE,DMO (DOH Rep),11/11/2014,12800000,BANGUI,DMO (DOH Rep),11/11/2014,12804000,SAN LORENZO (POB.),DMO (DOH Rep),11/11/2014,12804012,2920,DOH/KMITS,11/11/2014, , ,, , ,,+63 9087887995,DMO (DOH Rep),11/11/2014,,,, , ,,mhobangui@yahoo.com,DMO (DOH Rep),11/11/2014, , ,, , ,,DE GUZMAN,EVANGELINE,RULLODA,DMO (DOH Rep),11/11/2014,Municipal Health Officer,DMO (DOH Rep),11/11/2014,18.5364359,120.7649806,NAMRIA (GPS),06/11/2017,High,DOH/KMITS,Active,DMO (DOH Rep),11/11/2014,Not Applicable,DMO (DOH Rep),11/11/2014, , ,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000038721,38721,,,,,,,,,,,,,,DMO (DOH Rep),13/05/2020,,DMO (DOH Rep),13/05/2020,,,,BANGUI RHU-BIRTHING HOME,Regional Office,23/07/2020,,,,,,,,,,Birthing Home,Regional Office,23/07/2020,Government,Regional Office,23/07/2020,,,,,,,,,,,,,REGION I (ILOCOS REGION),Regional Office,23/07/2020,10000000,ILOCOS NORTE,Regional Office,23/07/2020,12800000,BANGUI,Regional Office,23/07/2020,12804000,SAN LORENZO (POB.),Regional Office,23/07/2020,12804012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.5364359,120.7649806,NAMRIA (GPS),06/11/2017,High,DOH/KMITS,Active,Regional Office,23/07/2020,Not Applicable,Regional Office,23/07/2020,,,,Approved,,With License,Regional Office,23/07/2020,3,Regional Office,23/07/2020,MOBILE REQUEST,,,,,,,,,,,,,,,,,,,,,
DOH000000000038556,38556,,,,,,,,,,,,,,DMO (DOH Rep),28/04/2020,,DMO (DOH Rep),28/04/2020,,,,GARVIDA-FABI BIRTHING CENTER,Regional Office,23/07/2020,,,,,,,,,,Birthing Home,Regional Office,23/07/2020,Private,Regional Office,23/07/2020,,,,,,,,,,,,,REGION I (ILOCOS REGION),Regional Office,23/07/2020,10000000,ILOCOS NORTE,Regional Office,23/07/2020,12800000,BANGUI,Regional Office,23/07/2020,12804000,SAN LORENZO (POB.),Regional Office,23/07/2020,12804012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.540181,120.772847,DOH/KMITS (Barangay Centroid),10/12/2020,low,DOH/KMITS,Active,Regional Office,23/07/2020,Not Applicable,Regional Office,23/07/2020,,,,Approved,,With License,Regional Office,23/07/2020,3,Regional Office,23/07/2020,MOBILE REQUEST,,,,,,,,,,,,,,,,,,,,,
DOH000000000001140,1140,DOH000000000017772,DOH/KMITS,01/07/2013,,,,,,,,,, ,,, ,,,,,,LANAO BARANGAY HEALTH STATION,DMO (DOH Rep),11/10/2019,,,,,,,,,,Barangay Health Station,DMO (DOH Rep),11/10/2019,Government,DMO (DOH Rep),11/10/2019,Local Government Unit,DMO (DOH Rep),11/10/2019,,,,,,,,,,REGION I (ILOCOS REGION),DMO (DOH Rep),11/10/2019,10000000,ILOCOS NORTE,DMO (DOH Rep),11/10/2019,12800000,BANGUI,DMO (DOH Rep),11/10/2019,12804000,LANAO,DMO (DOH Rep),11/10/2019,12804006,2920,DMO (DOH Rep),11/10/2019,,,,,,,+63 9483436365,DMO (DOH Rep),11/10/2019,,,,,,,,,,,,,,,,GUIRA,WINIFREDA,ANCHETA,DMO (DOH Rep),11/10/2019,Rural Health Midwife,DMO (DOH Rep),11/10/2019,18.526405,120.796332,NAMRIA (GPS),06/11/2017,High,DOH/KMITS,Active,DMO (DOH Rep),11/10/2019,Not Applicable,DMO (DOH Rep),11/10/2019,,,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000004544,4544,DOH000000000017774,DOH/KMITS,01/07/2013,,,,,,,,,, ,,, ,,,,,,MASIKIL BARANGAY HEALTH STATION,DMO (DOH Rep),11/10/2019,,,,,,,,,,Barangay Health Station,DMO (DOH Rep),11/10/2019,Government,DMO (DOH Rep),11/10/2019,Local Government Unit,DMO (DOH Rep),11/10/2019,,,,,,,,,,REGION I (ILOCOS REGION),DMO (DOH Rep),11/10/2019,10000000,ILOCOS NORTE,DMO (DOH Rep),11/10/2019,12800000,BANGUI,DMO (DOH Rep),11/10/2019,12804000,MASIKIL,DMO (DOH Rep),11/10/2019,12804009,2920,DOH/KMITS,11/10/2019,,,,,,,+63 9186064442,DMO (DOH Rep),11/10/2019,,,,,,,,,,,,,,,,GUIRA,WINIFREDA,A.,DMO (DOH Rep),11/10/2019,Rural Health Midwife,DMO (DOH Rep),11/10/2019,18.525479,120.747891,NAMRIA (GPS),06/11/2017,High,DOH/KMITS,Active,DMO (DOH Rep),11/10/2019,Not Applicable,DMO (DOH Rep),11/10/2019,,,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000037746,37746,,,,,,,,,,,,,,DMO (DOH Rep),11/10/2019,,DMO (DOH Rep),11/10/2019,,DMO (DOH Rep),11/10/2019,NAGBALAGAN BARANGAY HEALTH STATION,DMO (DOH Rep),11/10/2019,,,,,,,,,,Barangay Health Station,DMO (DOH Rep),11/10/2019,Government,DMO (DOH Rep),11/10/2019,,DMO (DOH Rep),11/10/2019,,DMO (DOH Rep),11/10/2019,,DMO (DOH Rep),11/10/2019,,DMO (DOH Rep),11/10/2019,REGION I (ILOCOS REGION),DMO (DOH Rep),11/10/2019,10000000,ILOCOS NORTE,DMO (DOH Rep),11/10/2019,12800000,BANGUI,DMO (DOH Rep),11/10/2019,12804000,NAGBALAGAN,DMO (DOH Rep),11/10/2019,12804010,,DMO (DOH Rep),11/10/2019,63,DMO (DOH Rep),11/10/2019,63,DMO (DOH Rep),11/10/2019,63,DMO (DOH Rep),11/10/2019,63,DMO (DOH Rep),11/10/2019,,DMO (DOH Rep),11/10/2019,,DMO (DOH Rep),11/10/2019,,DMO (DOH Rep),11/10/2019,,DMO (DOH Rep),11/10/2019,,,,DMO (DOH Rep),11/10/2019,,DMO (DOH Rep),11/10/2019,18.533788,120.780217,DOH/KMITS (Barangay Centroid),10/12/2020,low,DOH/KMITS,Active,DMO (DOH Rep),11/10/2019,Not Applicable,DMO (DOH Rep),11/10/2019,,DMO (DOH Rep),11/10/2019,Approved,,Not Applicable,DMO (DOH Rep),11/10/2019,0,DMO (DOH Rep),11/10/2019,MOBILE REQUEST,,,,,,,,,,,,,,,,,,,,,
DOH000000000001372,1372,DOH000000000017775,DOH/KMITS,01/07/2013,,,,,,,,,, ,,, ,,,,,,UTOL BARANGAY HEALTH STATION,DMO (DOH Rep),11/10/2019,,,,,,,,,,Barangay Health Station,DMO (DOH Rep),11/10/2019,Government,DMO (DOH Rep),11/10/2019,Local Government Unit,DMO (DOH Rep),11/10/2019,,,,,,,,,,REGION I (ILOCOS REGION),DMO (DOH Rep),11/10/2019,10000000,ILOCOS NORTE,DMO (DOH Rep),11/10/2019,12800000,BANGUI,DMO (DOH Rep),11/10/2019,12804000,UTOL,DMO (DOH Rep),11/10/2019,12804015,2920,DMO (DOH Rep),11/10/2019,,,,,,,+63 9215557048,DMO (DOH Rep),11/10/2019,,,,,,,,,,,,,,,,PERALTA,EDITHA,LATUPAN,DMO (DOH Rep),11/10/2019,Rural Health Midwife,DMO (DOH Rep),11/10/2019,18.514631,120.713437,NAMRIA (GPS),06/11/2017,High,DOH/KMITS,Active,DMO (DOH Rep),11/10/2019,Not Applicable,DMO (DOH Rep),11/10/2019,,,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000025887,25887,, ,,, ,,, ,,, ,, ,,, ,,, ,,,BANNA MAIN HEALTH CENTER,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),11/11/2014,Government,DMO (DOH Rep),11/11/2014,Local Government Unit,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,REGION I (ILOCOS REGION),DMO (DOH Rep),11/11/2014,10000000,ILOCOS NORTE,DMO (DOH Rep),11/11/2014,12800000,BANNA (ESPIRITU),DMO (DOH Rep),11/11/2014,12811000,MARCOS (POB.),DMO (DOH Rep),11/11/2014,12811016,2908,DOH/KMITS,11/11/2014, , ,, , ,,+63 9214518318,DMO (DOH Rep),11/11/2014,,,, , ,, , ,, , ,, , ,,ROOT,LUCITA, ,DMO (DOH Rep),11/11/2014,Rural Health Midwife,DMO (DOH Rep),11/11/2014,17.9799219,120.6543659,NAMRIA (GPS),07/11/2017,High,DOH/KMITS,Active,DMO (DOH Rep),11/11/2014,Not Applicable,DMO (DOH Rep),11/11/2014, , ,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000007459,7459,, ,,, ,,, ,,, ,,1ILN161R,DOH/HEMB,15/12/2013, ,,, ,,,BANNA MUNICIPAL HEALTH OFFICE,DMO (DOH Rep),11/11/2014,BANNA RURAL HEALTH UNIT,DMO (DOH Rep),11/11/2014, , ,, , ,,Rural Health Unit,DMO (DOH Rep),11/11/2014,Government,DMO (DOH Rep),11/11/2014,Local Government Unit,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,REGION I (ILOCOS REGION),DMO (DOH Rep),11/11/2014,10000000,ILOCOS NORTE,DMO (DOH Rep),11/11/2014,12800000,BANNA (ESPIRITU),DMO (DOH Rep),11/11/2014,12811000,MARCOS (POB.),DMO (DOH Rep),11/11/2014,12811016,2908,DOH/KMITS,11/11/2014, , ,, , ,,+63 9395571619,DMO (DOH Rep),11/11/2014,,,, , ,, , ,, , ,, , ,,PERALTA,REMEDIOS,LAZAGA,DMO (DOH Rep),11/11/2014,Municipal Health Officer,DMO (DOH Rep),11/11/2014,17.9799219,120.6543659,NAMRIA (GPS),07/11/2017,High,DOH/KMITS,Active,DMO (DOH Rep),11/11/2014,Not Applicable,DMO (DOH Rep),11/11/2014, , ,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
